Name,Year,Mileage,Engine_capacity,Engine_type,Power,Transmission,Drive,Fuel_consumption_mixed,Acceleration_to_100,Cost
BMW X5 3.0 AT,2004,480000,3,Дизель,218,Автомат,Полный,12.9,8.8,1100000
BMW 1 серия 1.6 AT,2013,177000,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1100000
BMW 3 серия 2.0 AT,2011,201000,2,Бензин,136,Автомат,Задний,7.8,10.8,1100000
BMW 3 серия 3.0 AT,2001,7000,3,Бензин,231,Автомат,Задний,9.6,7,1100000
BMW 1 серия 1.6 AT,2012,183200,1.6,Бензин,170,Автомат,Задний,5.8,7.5,1100000
BMW 5 серия 3.0 AT,2006,290000,3,Бензин,258,Автомат,Полный,10,6.8,1100000
BMW 1 серия 1.6 AT,2013,181130,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1109000
BMW 3 серия 2.5 AT,2008,273000,2.5,Бензин,218,Автомат,Задний,7.1,7.2,1110000
BMW X1 2.0 AT,2012,149700,2,Бензин,184,Автомат,Полный,7.1,7.9,1110000
BMW X1 2.0 AT,2012,185171,2,Бензин,150,Автомат,Задний,8.2,9.7,1115000
BMW X3 2.0 AT,2009,325000,2,Дизель,177,Автомат,Полный,7,9.2,1115000
BMW 3 серия 2.0 AT,2011,221000,2,Бензин,136,Автомат,Задний,7.8,10.8,1120000
BMW 1 серия 1.6 AT,2012,200000,1.6,Бензин,170,Автомат,Задний,5.8,7.5,1120000
BMW 5 серия 2.5 AT,2006,158521,2.5,Бензин,218,Автомат,Задний,9.4,7.9,1120000
BMW 3 серия 2.0 AT,2008,200000,2,Дизель,177,Автомат,Задний,5.6,7.9,1130000
BMW 3 серия 2.0 AT,2011,285000,2,Бензин,136,Автомат,Задний,7.8,10.8,1130000
BMW X3 3.0 AT,2008,149000,3,Бензин,272,Автомат,Полный,10.3,7.5,1130000
BMW X3 2.5 AT,2010,270000,2.5,Бензин,218,Автомат,Полный,10.1,8.9,1140000
BMW X1 2.0 AT,2011,186000,2,Бензин,150,Автомат,Задний,8.2,9.7,1145000
BMW 5 серия 2.5 AT,2006,270000,2.5,Бензин,192,Автомат,Задний,9.9,8.7,1149990
BMW 5 серия 2.5 AT,2007,216058,2.5,Бензин,218,Автомат,Полный,9.4,7.9,1150000
BMW 5 серия 2.0 AT,2005,229000,2,Дизель,163,Автомат,Задний,7.1,8.9,1150000
BMW X3 2.5 AT,2008,263200,2.5,Бензин,218,Автомат,Полный,10.1,8.9,1150000
BMW 1 серия 1.6 AT,2012,225000,1.6,Бензин,170,Автомат,Задний,5.8,7.5,1150000
BMW X3 2.5 AT,2008,185000,2.5,Бензин,218,Автомат,Полный,10.1,8.9,1150000
BMW 5 серия 3.0 AT,2007,75000,3,Бензин,258,Автомат,Полный,10,6.8,1150000
BMW X5 3.0 AT,2005,351000,3,Бензин,231,Автомат,Полный,12.9,8.8,1150000
BMW 1 серия 1.6 AT,2013,231000,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1150000
BMW X5 3.0 AT,2004,420000,3,Бензин,231,Автомат,Полный,12.9,8.8,1150000
BMW X5 3.0 AT,2002,308000,3,Бензин,231,Автомат,Полный,12.9,8.8,1150000
BMW 1 серия 2.0 AT,2005,194000,2,Дизель,163,Автомат,Задний,5.4,8.2,1150000
BMW X1 2.0 AT,2011,375000,2,Дизель,177,Автомат,Полный,6.2,8.6,1150000
BMW X5 3.0 AT,2005,407000,3,Дизель,218,Автомат,Полный,12.9,8.8,1150000
BMW 1 серия 1.6 AT,2013,216700,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1150000
BMW 7 серия 3.0 AT,2003,183264,3,Бензин,231,Автомат,Задний,10.6,8.1,1150000
BMW 3 серия 2.5 AT,2008,160000,2.5,Бензин,218,Автомат,Полный,9.2,7.5,1150000
BMW 7 серия 4.4 AT,2012,213229,4.4,Бензин,407,Автомат,Полный,11.9,5.1,1159000
BMW 5 серия 2.5 AT,2004,345000,2.5,Бензин,192,Автомат,Задний,9.9,8.7,1165000
BMW 3 серия 2.5 AT,2008,253732,2.5,Бензин,218,Автомат,Полный,7.9,7.6,1170000
BMW 5 серия 2.5 AT,2007,253986,2.5,Бензин,218,Автомат,Полный,9.4,7.9,1170000
BMW 1 серия 1.6 AT,2013,247000,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1170000
BMW 3 серия 2.2 MT,2004,220000,2.2,Бензин,170,Механика,Задний,8.9,8.3,1170000
BMW X3 2.5 AT,2010,267494,2.5,Бензин,218,Автомат,Полный,10.1,8.9,1179000
BMW 3 серия 2.0 AT,2009,251000,2,Бензин,156,Автомат,Задний,8,9.8,1180000
BMW 1 серия 1.6 AT,2013,175000,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1180000
BMW X1 2.0 AT,2011,177216,2,Бензин,150,Автомат,Задний,8.2,9.7,1180000
BMW 5 серия 2.0 AT,2009,143413,2,Бензин,156,Автомат,Задний,8.2,10.6,1180000
BMW 1 серия 1.6 AT,2013,181000,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1180000
BMW 1 серия 1.6 AT,2013,180000,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1180000
BMW 1 серия 1.6 AT,2013,142000,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1190000
BMW 3 серия 2.0 AT,2010,133172,2,Бензин,156,Автомат,Задний,8,9.8,1199000
BMW X5 2.9 AT,2002,309134,2.9,Дизель,184,Автомат,Полный,9.7,10.5,1200000
BMW 3 серия 2.0 AT,2009,218000,2,Бензин,156,Автомат,Задний,8,9.8,1200000
BMW 6 серия 4.8 AT,2006,216000,4.8,Бензин,367,Автомат,Задний,9,6.5,1200000
BMW X5 4.4 AT,2004,350000,4.4,Бензин,320,Автомат,Полный,13.1,7,1200000
BMW 7 серия 3.6 AT,2002,220474,3.6,Бензин,272,Автомат,Задний,10.7,7.5,1200000
BMW 3 серия 2.0 AT,2011,159000,2,Бензин,136,Автомат,Задний,7.8,10.8,1200000
BMW 5 серия 2.5 AT,2002,340000,2.5,Бензин,192,Автомат,Задний,10.3,8.9,1200000
BMW 3 серия 2.0 MT,2007,160000,2,Бензин,129,Механика,Задний,7.3,10,1200000
BMW X5 3.0 AT,2005,389000,3,Дизель,218,Автомат,Полный,12.9,8.8,1200000
BMW X3 2.0 AT,2009,309000,2,Дизель,177,Автомат,Полный,7,9.2,1200000
BMW 1 серия 1.6 AT,2012,182200,1.6,Бензин,170,Автомат,Задний,5.8,7.5,1200000
BMW X1 2.0 AT,2011,103000,2,Бензин,150,Автомат,Задний,8.2,9.7,1200000
BMW 5 серия 3.0 AT,2004,336254,3,Бензин,231,Автомат,Задний,9.9,7.1,1200000
BMW X3 2.0 AT,2010,306000,2,Дизель,177,Автомат,Полный,7,9.2,1200000
BMW 5 серия 2.5 AT,2006,470000,2.5,Бензин,218,Автомат,Задний,9.4,7.9,1200000
BMW X5 4.6 AT,2002,279294,4.6,Бензин,347,Автомат,Полный,14.9,6.5,1200000
BMW X1 2.0 AT,2013,204612,2,Бензин,184,Автомат,Полный,7.1,7.9,1200000
BMW X5 4.8 AT,2008,245000,4.8,Бензин,355,Автомат,Полный,12.5,6.5,1200000
BMW 1 серия 3.0 AT,2006,311000,3,Бензин,265,Автомат,Задний,9.4,6.1,1200000
BMW 3 серия 2.5 AT,2008,270000,2.5,Бензин,218,Автомат,Полный,7.9,7.6,1200000
BMW 1 серия 1.6 AT,2015,75000,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1200000
BMW 1 серия 1.6 AT,2015,75000,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1200000
BMW X5 3.0 AT,2004,400000,3,Бензин,231,Автомат,Полный,12.9,8.8,1200000
BMW 5 серия 3.0 AT,2005,406000,3,Бензин,231,Автомат,Задний,9.9,7.1,1200000
BMW 5 серия 2.5 MT,2006,196000,2.5,Бензин,218,Механика,Задний,8.7,7.5,1200000
BMW 5 серия 3.0 AT,2002,333000,3,Бензин,231,Автомат,Задний,10.7,7.6,1200000
BMW X1 2.0 AT,2012,194000,2,Бензин,184,Автомат,Полный,7.6,7.9,1200000
BMW 5 серия 2.5 AT,2005,307000,2.5,Дизель,177,Автомат,Задний,4.7,8.3,1200000
BMW 1 серия 1.6 AT,2012,166128,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1220000
BMW X5 3.0 AT,2004,300000,3,Бензин,231,Автомат,Полный,12.9,8.8,1230000
BMW 7 серия 4.4 AT,2010,175000,4.4,Бензин,407,Автомат,Полный,11.9,5.1,1245000
BMW 5 серия 2.5 AT,2006,258000,2.5,Бензин,218,Автомат,Полный,9.4,7.9,1249000
BMW X6 4.4 AT,2008,136000,4.4,Бензин,407,Автомат,Полный,9.9,5.6,1249000
BMW X3 3.0 AT,2007,220000,3,Бензин,272,Автомат,Полный,10.3,7.5,1250000
BMW 3 серия 2.5 AT,2009,243800,2.5,Бензин,218,Автомат,Полный,9.4,8.1,1250000
BMW 7 серия 4.8 AT,2006,170000,4.8,Бензин,367,Автомат,Задний,11.4,6,1250000
BMW 5 серия 2.0 MT,2007,243000,2,Дизель,163,Механика,Задний,5.6,8.5,1250000
BMW 5 серия 3.0 AT,2010,629536,3,Бензин,258,Автомат,Задний,8,6.7,1250000
BMW 3 серия 2.0 AT,2012,160000,2,Бензин,156,Автомат,Задний,8,9.8,1255000
BMW X1 2.0 AT,2012,142000,2,Бензин,184,Автомат,Полный,7.1,7.9,1259000
BMW 3 серия 2.0 AT,2011,299500,2,Бензин,136,Автомат,Задний,7.8,10.8,1260000
BMW X6 3.0 AT,2008,315000,3,Бензин,306,Автомат,Полный,10.1,6.7,1265000
BMW X1 2.0 AT,2014,120000,2,Бензин,150,Автомат,Задний,7.9,10.4,1270000
BMW 3 серия 2.0 AT,2010,158000,2,Бензин,136,Автомат,Задний,7.8,10.8,1270000
BMW X5 3.0 AT,2005,341000,3,Дизель,218,Автомат,Полный,12.9,8.8,1270000
BMW 1 серия 1.6 AT,2013,205849,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1274000
BMW X3 2.0 AT,2013,346423,2,Дизель,184,Автомат,Полный,5.6,8.5,1275000
BMW 3 серия 2.5 AT,2006,169032,2.5,Бензин,218,Автомат,Полный,7.9,7.6,1280000
BMW 5 серия 3.0 AT,2009,254186,3,Бензин,218,Автомат,Полный,8.1,8.2,1280000
BMW X3 2.0 AT,2010,280000,2,Дизель,177,Автомат,Полный,7,9.2,1280000
BMW X1 2.0 AT,2012,194000,2,Бензин,150,Автомат,Задний,7.9,10.4,1280000
BMW X3 2.5 AT,2009,157000,2.5,Бензин,218,Автомат,Полный,10.1,8.9,1280000
BMW 5 серия 2.5 AT,2007,263000,2.5,Бензин,218,Автомат,Полный,9.4,7.9,1280000
BMW X1 2.0 AT,2014,135000,2,Бензин,150,Автомат,Задний,7.9,10.4,1289000
BMW 5 серия 3.0 AT,2008,319600,3,Бензин,272,Автомат,Полный,10.3,7,1290000
BMW 6 серия 4.4 AT,2004,133872,4.4,Бензин,333,Автомат,Задний,11.7,5.6,1290000
BMW X5 3.0 AT,2008,234168,3,Бензин,272,Автомат,Полный,10.3,8.1,1290000
BMW X1 2.0 AT,2011,109000,2,Бензин,150,Автомат,Задний,8.2,9.7,1290000
BMW 3 серия 2.5 AT,2007,218963,2.5,Бензин,218,Автомат,Задний,7.1,7.2,1290000
BMW X1 2.0 AT,2013,212000,2,Бензин,150,Автомат,Задний,7.9,10.4,1290000
BMW X3 2.0 AT,2012,238112,2,Бензин,184,Автомат,Полный,7.5,8.6,1299000
BMW X3 3.0 AT,2012,197000,3,Бензин,306,Автомат,Полный,8.8,5.7,1299000
BMW 3 серия 2.5 AT,2010,227000,2.5,Бензин,218,Автомат,Задний,7.1,7,1299999
BMW 1 серия 1.6 AT,2013,172000,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1300000
BMW 5 серия 3.0 AT,2006,300500,3,Бензин,258,Автомат,Полный,10,6.8,1300000
BMW 1 серия 1.6 AT,2013,105000,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1300000
BMW 3 серия 1.6 AT,2014,177000,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1300000
BMW X5 3.0 AT,2004,342000,3,Дизель,218,Автомат,Полный,12.9,8.8,1300000
BMW X5 3.0 AT,2004,340000,3,Бензин,231,Автомат,Полный,12.9,8.8,1300000
BMW 3 серия 2.5 AT,2006,249500,2.5,Бензин,218,Автомат,Задний,7.1,7.2,1300000
BMW 2 серия Active Tourer 1.5 AT,2016,49000,1.5,Бензин,136,Автомат,Передний,5.2,9.2,1300000
BMW X1 2.0 AT,2013,150000,2,Бензин,150,Автомат,Задний,7.9,10.4,1300000
BMW 5 серия 2.0 AT,2008,285000,2,Дизель,177,Автомат,Задний,6.1,8.4,1300000
BMW 3 серия 2.0 AT,2011,116549,2,Бензин,136,Автомат,Задний,7.8,10.8,1300000
BMW X1 2.0 AT,2013,230000,2,Бензин,150,Автомат,Задний,7.9,10.4,1300000
BMW 5 серия GT 3.0 AT,2009,181137,3,Бензин,306,Автомат,Задний,8.9,6.3,1310000
BMW 1 серия 2.0 AT,2011,199999,2,Дизель,184,Автомат,Задний,4.5,7.3,1320000
BMW 1 серия 3.0 AT,2008,209000,3,Бензин,265,Автомат,Задний,9.2,6.3,1340000
BMW 3 серия 1.6 AT,2014,140000,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1349000
BMW 3 серия 2.0 AT,2011,150000,2,Бензин,156,Автомат,Задний,7.9,8.9,1349000
BMW 5 серия 2.5 AT,2008,279000,2.5,Бензин,190,Автомат,Задний,7.5,8.7,1350000
BMW 7 серия 3.6 AT,2001,282664,3.6,Бензин,272,Автомат,Задний,10.7,7.5,1350000
BMW 7 серия 3.0 AT,2012,290921,3,Дизель,306,Автомат,Полный,7,6,1350000
BMW 3 серия 2.0 AT,2009,177000,2,Бензин,156,Автомат,Задний,7.9,8.9,1350000
BMW X5 3.0 AT,2009,340000,3,Бензин,264,Автомат,Полный,12.4,8.1,1350000
BMW X1 2.0 AT,2010,172000,2,Дизель,177,Автомат,Полный,6.2,8.6,1350000
BMW 1 серия 1.6 AT,2012,182000,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1350000
BMW 1 серия 1.6 AT,2013,165000,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1350000
BMW X3 2.5 AT,2007,179000,2.5,Бензин,218,Автомат,Полный,10.1,8.9,1350000
BMW X1 2.0 AT,2014,173000,2,Бензин,150,Автомат,Задний,7.9,10.4,1350000
BMW 3 серия 3.0 AT,2007,233363,3,Бензин,306,Автомат,Задний,8.8,5.4,1350000
BMW X1 2.0 AT,2014,155190,2,Бензин,150,Автомат,Задний,7.9,10.4,1350000
BMW X5 4.8 AT,2007,320000,4.8,Бензин,355,Автомат,Полный,12.5,6.5,1350000
BMW 5 серия 3.0 AT,2008,302700,3,Бензин,272,Автомат,Задний,9.3,6.6,1350000
BMW 7 серия 4.4 AT,2014,230000,4.4,Бензин,450,Автомат,Полный,9.4,4.6,1350000
BMW 1 серия 1.6 AT,2013,129500,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1350000
BMW 3 серия 1.6 AT,2013,238000,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1352000
BMW 3 серия 1.6 AT,2013,200650,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1353000
BMW 3 серия 2.0 AT,2011,230000,2,Бензин,245,Автомат,Задний,6.3,6.1,1370000
BMW X5 2.9 AT,2003,320000,2.9,Дизель,184,Автомат,Полный,9.7,10.5,1370000
BMW 6 серия 3.0 AT,2007,190000,3,Бензин,258,Автомат,Задний,9,6.5,1377000
BMW 1 серия 1.6 AT,2014,127000,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1379000
BMW X5 3.0 AT,2005,466666,3,Бензин,231,Автомат,Полный,12.9,8.8,1380000
BMW 1 серия 1.6 AT,2012,141000,1.6,Бензин,170,Автомат,Задний,5.8,7.5,1380000
BMW 5 серия 3.0 AT,2004,400000,3,Дизель,218,Автомат,Задний,7.8,7.1,1380000
BMW X1 2.0 AT,2012,138500,2,Бензин,150,Автомат,Задний,8.2,9.7,1390000
BMW 5 серия 3.0 AT,2010,348000,3,Бензин,258,Автомат,Задний,8,6.7,1390000
BMW X3 2.5 AT,2008,150617,2.5,Бензин,218,Автомат,Полный,10.1,8.9,1390000
BMW 7 серия 4.8 AT,2005,280000,4.8,Бензин,367,Автомат,Задний,11.4,6,1390000
BMW 3 серия 2.0 AT,2014,230000,2,Бензин,184,Автомат,Полный,5.7,8,1399000
BMW 5 серия 2.0 AT,2013,257000,2,Бензин,184,Автомат,Задний,6.4,8,1399000
BMW 7 серия 4.8 AT,2007,263891,4.8,Бензин,367,Автомат,Задний,11.4,6,1399900
BMW X1 2.0 AT,2011,205000,2,Дизель,177,Автомат,Полный,6.2,8.6,1400000
BMW X1 2.0 AT,2011,177000,2,Дизель,177,Автомат,Полный,6.2,8.6,1400000
BMW 1 серия 1.6 AT,2013,225344,1.6,Бензин,170,Автомат,Задний,5.8,7.5,1400000
BMW 5 серия 2.0 AT,2011,315276,2,Дизель,184,Автомат,Задний,5.2,8.1,1400000
BMW X3 2.5 AT,2009,119999,2.5,Бензин,218,Автомат,Полный,10.1,8.9,1400000
BMW 3 серия 2.5 MT,2007,114000,2.5,Бензин,218,Механика,Полный,9.2,7.5,1400000
BMW 7 серия 3.0 AT,2009,216000,3,Бензин,326,Автомат,Задний,9.9,5.9,1400000
BMW X3 2.5 AT,2009,119999,2.5,Бензин,218,Автомат,Полный,10.1,8.9,1400000
BMW 3 серия 2.5 MT,2007,114000,2.5,Бензин,218,Механика,Полный,9.2,7.5,1400000
BMW 7 серия 3.0 AT,2009,216000,3,Бензин,326,Автомат,Задний,9.9,5.9,1400000
BMW 3 серия 3.0 AT,2007,221000,3,Бензин,306,Автомат,Задний,8.8,5.4,1400000
BMW 6 серия 3.0 AT,2008,210000,3,Бензин,272,Автомат,Задний,9.5,6.6,1400000
BMW X5 4.8 AT,2008,135000,4.8,Бензин,355,Автомат,Полный,12.5,6.5,1400000
BMW X1 2.0 AT,2013,168286,2,Бензин,150,Автомат,Задний,7.9,10.4,1408000
BMW 3 серия 1.6 AT,2013,180000,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1425000
BMW 5 серия 3.0 AT,2004,421000,3,Дизель,218,Автомат,Задний,6.6,7.2,1430000
BMW 3 серия 2.0 AT,2008,279367,2,Бензин,156,Автомат,Задний,7.9,8.9,1430000
BMW X5 3.0 AT,2007,224051,3,Дизель,235,Автомат,Полный,8.2,8.1,1439000
BMW X5 4.4 AT,2010,293000,4.4,Бензин,407,Автомат,Полный,12.5,5.5,1439000
BMW X1 2.0 AT,2012,212200,2,Дизель,177,Автомат,Полный,6.2,8.6,1440000
BMW 3 серия 1.6 AT,2014,172500,1.6,Бензин,136,Автомат,Задний,5.8,9.2,1440000
BMW 1 серия 1.5 AT,2015,217363,1.5,Бензин,136,Автомат,Задний,5.2,8.7,1447150
BMW 1 серия 1.6 AT,2013,69069,1.6,Бензин,136,Автомат,Задний,5.6,8.7,1449000
BMW 3 серия 2.0 AT,2010,252145,2,Бензин,156,Автомат,Задний,7.9,8.9,1450000
